,class,bruises,gill-attachment,gill-spacing,gill-size,stalk-shape,cap-shape_b,cap-shape_c,cap-shape_f,cap-shape_k,cap-shape_s,cap-shape_x,cap-surface_f,cap-surface_g,cap-surface_s,cap-surface_y,cap-color_b,cap-color_c,cap-color_e,cap-color_g,cap-color_n,cap-color_p,cap-color_r,cap-color_u,cap-color_w,cap-color_y,odor_a,odor_c,odor_f,odor_l,odor_m,odor_n,odor_p,odor_s,odor_y,gill-color_b,gill-color_e,gill-color_g,gill-color_h,gill-color_k,gill-color_n,gill-color_o,gill-color_p,gill-color_r,gill-color_u,gill-color_w,gill-color_y,stalk-root_?,stalk-root_b,stalk-root_c,stalk-root_e,stalk-root_r,stalk-surface-above-ring_f,stalk-surface-above-ring_k,stalk-surface-above-ring_s,stalk-surface-above-ring_y,stalk-surface-below-ring_f,stalk-surface-below-ring_k,stalk-surface-below-ring_s,stalk-surface-below-ring_y,stalk-color-above-ring_b,stalk-color-above-ring_c,stalk-color-above-ring_e,stalk-color-above-ring_g,stalk-color-above-ring_n,stalk-color-above-ring_o,stalk-color-above-ring_p,stalk-color-above-ring_w,stalk-color-above-ring_y,stalk-color-below-ring_b,stalk-color-below-ring_c,stalk-color-below-ring_e,stalk-color-below-ring_g,stalk-color-below-ring_n,stalk-color-below-ring_o,stalk-color-below-ring_p,stalk-color-below-ring_w,stalk-color-below-ring_y,veil-type_p,veil-color_n,veil-color_o,veil-color_w,veil-color_y,ring-number_n,ring-number_o,ring-number_t,ring-type_e,ring-type_f,ring-type_l,ring-type_n,ring-type_p,spore-print-color_b,spore-print-color_h,spore-print-color_k,spore-print-color_n,spore-print-color_o,spore-print-color_r,spore-print-color_u,spore-print-color_w,spore-print-color_y,population_a,population_c,population_n,population_s,population_v,population_y,habitat_d,habitat_g,habitat_l,habitat_m,habitat_p,habitat_u,habitat_w
stalk-root_r,-0.1500868827567863,0.18450723377841066,-0.02534375058915472,-0.06827926845955518,-0.10409029705576289,-0.1781111318945746,-0.03776366895997596,-0.0034531165951046322,0.03576366264013062,-0.05241215507420274,-0.009783771781540804,0.015628799489598732,-0.09836476350880045,-0.003453116595104642,-0.10541200477503135,0.1908221346501003,-0.022608227526897416,-0.011481005353202015,-0.07403630386615731,-0.08418797916456817,0.07574196097013508,-0.02089965234751571,-0.006911341981333403,-0.006911341981333376,-0.059612406597311186,0.16919086290773955,0.32413540659678775,-0.024205748865355637,-0.0936304950813735,0.3241354065967882,-0.01037982282857571,-0.13631182733946093,-0.028063838252808723,-0.042978826922706236,-0.0429788269227062,-0.0808680373714713,-0.017013403268205444,-0.049690746207389724,-0.04895914478848594,-0.03577611959338657,0.09484027316323083,-0.013863782221733631,0.06014314939489947,-0.008468809678982742,-0.039502322666358385,0.08122995303509699,-0.01609290643495859,-0.10313156294094658,-0.14498747504480294,-0.04217024223264613,-0.06221501414708671,1.0,-0.042007177105557875,-0.09990958735153334,0.11741561774479517,-0.008468809678982687,-0.04393498610010982,-0.09789015285026369,-0.19359212222223782,0.8174442116132162,-0.036870709706320205,-0.01037982282857571,-0.017013403268205454,-0.04297882692270561,-0.03758640469761205,-0.024205748865355547,-0.08513393335466604,0.14087622688337562,-0.004884647584624593,-0.03687070970632036,-0.01037982282857571,-0.017013403268205437,-0.04297882692270516,-0.040350122009383066,-0.024205748865355547,-0.08513393335466526,0.1437009998654295,-0.008468809678982687,,-0.01701340326820545,-0.017013403268205447,0.024717356756368596,-0.004884647584624593,-0.01037982282857571,0.04534244151991572,-0.043934986100110145,-0.11209165803023742,-0.011994488299681963,-0.06778209785709907,-0.01037982282857571,0.15922497863613624,-0.011994488299681947,-0.07800637262095568,0.09959578741811884,0.09359962015677328,-0.011994488299681957,-0.01471206471826493,-0.01199448829968192,-0.10038569994560215,-0.011994488299681931,-0.034654081578713636,-0.03251601434489328,-0.03540528744913009,0.14945420130845685,-0.15474159799123982,0.11035156250041968,-0.12374750105318848,0.08311487615716,-0.05255300990660318,-0.030040997413926383,0.1606585435699063,-0.03388943049893859,-0.024205748865355613
stalk-surface-above-ring_f,-0.1195032030720183,-0.08474962293716622,-0.04398208976882557,0.42382091789676435,-0.15524030889015866,0.2121548233262252,-0.06553588318962672,-0.005992612795562493,0.05804992890048143,-0.07802334114409008,-0.01697896794161094,0.023189813329814263,0.05020677829514007,-0.005992612795562508,0.17098509410321605,-0.2081531965061737,0.12574632905747635,0.060048784503362505,-0.12848419381884393,0.059573008448297195,-0.016527760051153268,-0.036269706113625955,-0.011994091497102148,-0.011994091497102165,0.15421019110712514,-0.10527020703990604,-0.06144309720066007,-0.04200717710555816,-0.0030613751738233484,-0.061443097200660594,-0.0180133677462199,0.16606670920607863,-0.048702588393567114,-0.07458638046580965,-0.07458638046580945,-0.1403401310547475,-0.029525425890817303,-0.08623438952672559,0.16102728254290696,0.15291417219679557,0.03617656451232991,-0.024059505796772945,0.05384381997176114,-0.014696954431658202,-0.06855318021999388,-0.013324381044951285,-0.027927975891877115,-0.17897673208672818,-0.08685748863780406,-0.07318314520673423,0.436839656611531,-0.042007177105557875,1.0,-0.17338524636293898,-0.35776481793811615,-0.01469695443165813,0.4399378024594852,-0.1698806763031658,-0.05948794094777392,-0.05138843300713754,-0.06398622249848256,-0.0180133677462199,-0.029525425890817313,-0.0745863804658092,-0.06522825497679885,-0.04200717710555804,-0.14774325867854857,0.24447963356021643,-0.008476922458666025,-0.06398622249848235,-0.0180133677462199,-0.029525425890817268,-0.07458638046580897,-0.02171614829843652,-0.04200717710555804,-0.1477432586785489,0.2258294014018135,-0.014696954431658141,,-0.029525425890817195,-0.02952542589081719,0.042895032441326884,-0.008476922458666025,-0.0180133677462199,0.07868824806538456,-0.07624571966368918,0.2262486074929355,-0.020815492926823918,-0.11763051021919302,-0.0180133677462199,-0.12291533096124205,-0.02081549292682391,0.0404217572568335,0.07527164907034192,0.06653614069578843,-0.0208154929268239,-0.025531633482867258,-0.020815492926823918,-0.1484432727438647,-0.020815492926823866,0.3824083853452237,-0.05642899052413726,-0.06144309720066049,0.24308803302400028,-0.1746273737501983,-0.13951450403616972,-0.21475407441542144,0.34387823289492003,-0.05248287405897358,-0.05213379291894521,-0.10930739317800141,0.11053738163506178,-0.04200717710555835
stalk-surface-above-ring_k,0.5876582576306927,-0.5414941479829679,-0.07389754412719199,-0.17588334657818666,0.09522456939346118,-0.2630539383362998,-0.08972957729968364,-0.014252789947243348,0.019832275758905192,0.10223121272850542,-0.040382663096797985,-0.03453285942862151,0.03513474478040877,-0.014252789947243326,-0.14125454043686658,0.10217323514501032,-0.09331579433986305,-0.0031238461638328843,0.004213272616545519,0.11821543323204878,-0.12457909514977084,-0.08626362495313468,-0.028526666505601924,-0.028526666505601924,-0.18770931092639537,0.28077663839095723,-0.14613584891677636,-0.09990958735153295,0.5841886518573794,-0.14613584891677645,0.10389215993910697,-0.46649852163731387,-0.11583390850391244,0.12639072921991343,0.12639072921991362,0.23781408069478074,-0.07022307425507816,0.24327715138482192,0.20638118256799717,-0.14766646409069487,-0.24713521454232004,-0.05722296668488508,0.03102608649243326,-0.0349551375209398,-0.16304642252451113,-0.1928747264755152,-0.018807764448587908,0.18571125403076735,0.10503495184358574,-0.13545915579064274,-0.2567933933827553,-0.09990958735153334,-0.17338524636293898,1.0,-0.8509054354991269,-0.03495513752093984,-0.18134230657246297,0.6770744720030677,-0.5196154065528635,-0.021992569154008802,0.3690407565851523,0.10389215993910697,-0.07022307425507816,-0.17739574539031708,0.35722766079023505,-0.09990958735153374,0.2040705758107032,-0.3783718023986252,-0.02016145533245583,0.36904075658515173,0.10389215993910697,-0.07022307425507815,-0.17739574539031802,0.33256485471499647,-0.09990958735153374,0.2040705758107042,-0.38239696662869305,0.04485811071405604,,-0.07022307425507841,-0.0702230742550783,0.10202125650753498,-0.02016145533245583,0.10389215993910697,0.005740371698047629,-0.032280765399307625,0.048792999198191904,-0.049507428304735326,0.6784343690521536,0.10389215993910697,-0.5494837760707025,-0.04950742830473553,0.5537345024128989,-0.35139157224139134,-0.36308737241744043,-0.04950742830473547,-0.06072426526719324,-0.049507428304735236,0.22508751317021503,-0.04950742830473559,-0.14303523554815695,-0.08553994850866468,-0.056044207016278824,-0.21952378415079857,0.19732217047298553,0.09833912647532002,-0.07287281321728467,-0.031406516095745234,0.0402509424252639,-0.12399466225767798,0.30041987661914904,-0.13987912687855253,-0.09990958735153349
stalk-surface-above-ring_s,-0.49131418071169614,0.5615717602313047,0.09389728017472358,-0.05837209062792433,-0.009115676236102143,0.14473980102838255,0.11393825045761947,-0.00632960047915241,-0.047395491911564,-0.05884110177816407,0.047458461789129595,0.02401657808603035,-0.0556158683338809,0.016750145612694264,0.04383273585317426,0.008973788331801699,0.023319270440766895,-0.028020817135888127,0.06618523295172292,-0.139638594140364,0.12118293454667989,0.10137862722963374,0.03352507260559311,0.0335250726055931,0.09914146043956736,-0.21406129791948225,0.17174158586853486,0.11741561774479509,-0.5471070571343684,0.1717415858685349,-0.08840240359793047,0.34719150685592787,0.1361301781272162,-0.07878065972896225,-0.07878065972896191,-0.14823199680550372,0.08252747170887093,-0.18294671773060864,-0.2774977796827823,0.06101408199209167,0.21712075675161105,0.06724950188068674,-0.054604581916034046,0.04107993210836163,0.1916152086029063,0.17749543718838623,0.023031249382273866,-0.07786306839977182,-0.05634831006098347,0.15994641542055207,0.016648377552749994,0.11741561774479517,-0.35776481793811615,-0.8509054354991269,1.0,-0.07212677360681115,-0.05704129523193664,-0.547462106969017,0.5301261633181505,0.015410414354487747,-0.3140187856990143,-0.08840240359793047,0.08252747170887081,0.20847880150895998,-0.3201141842928138,0.11741561774479502,-0.11228117033842058,0.23661761814491417,-0.04160134468007025,-0.3140187856990154,-0.08840240359793047,0.08252747170887091,0.20847880150896062,-0.3183686609095719,0.11741561774479502,-0.11228117033842,0.25005150588034747,-0.07212677360681088,,0.08252747170887056,0.08252747170887058,-0.10668093278762691,-0.04160134468007025,-0.08840240359793047,-0.03315405774776318,0.05650344260529526,-0.1644431996641481,0.058182056711972206,-0.5772834922558981,-0.08840240359793047,0.581730193090975,0.05818205671197212,-0.5416847553646812,0.2962412605512335,0.31198462733407956,0.0581820567119722,0.07136429353230479,0.0581820567119722,-0.14467252470071088,0.05818205671197207,-0.06352131048113877,0.10147671206069633,0.0865512344956467,0.0829719743717614,-0.0890805633542488,-0.0268392450559092,0.1819884952926256,-0.14659627387694116,-0.015272354319136651,0.14572084873913838,-0.23026765801551682,0.07575489980432511,0.11741561774479545
stalk-surface-above-ring_y,-0.016198352236787995,-0.04589960786661444,-0.008866959724528414,0.02541817073442257,0.0028415188019724055,-0.06231533203594512,0.0461553158139734,0.20326853885209165,-0.015413812069619528,0.026642265856557084,-0.003423025729192033,-0.031003359411483303,-0.03441465355638901,-0.0012081339604879105,0.0021931920416998875,0.029714785429348228,-0.007909888562814306,-0.004016832935039258,-0.025902911340008637,-0.029454654626419448,0.04667995099625314,-0.007312113294761054,-0.0024180553219755,-0.0024180553219755024,-0.020856455579497814,0.032388651477906455,-0.012387166482814614,-0.00846880967898265,-0.03275828595115145,-0.01238716648281463,-0.0036315647380189514,0.06212820885962188,-0.009818630538836534,-0.015036903318256013,-0.015036903318255994,-0.028293114227589587,-0.005952440268288207,-0.017385187080054192,-0.017129223374405936,-0.012516908672160884,-0.02094835092821888,-0.004850489597319117,-0.025818158593118787,-0.0029629629629629537,-0.013820586770523667,0.10507376803475829,0.08301549052313259,-0.03608240270942222,0.02203160816226142,0.05710543195035228,-0.02176702389658412,-0.008468809678982687,-0.01469695443165813,-0.03495513752093984,-0.07212677360681115,1.0,-0.015371432530357183,-0.034248602616956544,-0.06773163051348634,0.28599732608341705,-0.01289987039726565,-0.0036315647380189514,-0.005952440268288201,-0.015036903318256066,0.14582708969133037,-0.008468809678982694,-0.029785613443084277,-0.06011525057377925,0.5767808900874176,-0.012899870397265594,-0.0036315647380189514,-0.005952440268288209,-0.015036903318256127,0.13521634816974773,-0.008468809678982694,-0.02978561344308441,-0.058933547344231195,0.33135802469135744,,-0.005952440268288212,-0.005952440268288217,-0.10844347162824093,0.5767808900874176,-0.0036315647380189514,-0.11922834959930306,0.12338136511033387,-0.000960653111917431,-0.0041964840324430425,-0.023714766669150046,-0.0036315647380189514,0.019409219525590056,-0.004196484032443054,-0.027291910163547702,-0.029785613443084363,-0.030777004843649876,-0.004196484032443058,-0.005147276243214554,-0.004196484032443045,0.08436270986377356,-0.0041964840324430494,-0.01212434381280837,0.0792326054512358,-0.012387166482814526,-0.02319009192004841,-0.0541390869623159,0.06085348467154393,-0.006051433152858465,-0.032634349138838455,0.04145824868675845,-0.010510374666800151,0.030127225394018103,-0.011856817098329775,-0.008468809678982675
stalk-surface-below-ring_f,-0.13678187461175825,-0.1005975190082016,-0.0460005321898069,0.3978948798879308,-0.11560865707611141,0.17827717257611247,-0.06854348031431307,-0.00626762801067972,0.06104992685004311,-0.08268620968864832,-0.017758173053008797,0.024583106805176135,0.03402694734168975,-0.006267628010679703,0.14921908142406803,-0.1725810204914944,0.11771292565228661,0.056113099538025166,-0.1343806382259345,0.04509787231913003,-0.030031427735291855,-0.037934208955602206,0.15730839121207899,0.15730839121207899,0.1622672174675548,-0.11010130653225972,-0.06426286666859908,-0.04393498610010984,-0.016541347548826846,-0.06426286666859907,-0.018840043918152933,0.18557786044502375,-0.05093766569302848,-0.07800932637745067,-0.07800932637745078,-0.14678067254279045,-0.030880417716553584,-0.09019189020218252,0.16755960250343094,0.141942348893881,0.026115683037360626,-0.02516365358473175,0.05568065460436883,-0.015371432530357186,-0.04802100871411659,-0.0063282634115320825,-0.02920965694815707,-0.13813443754296822,-0.10462902305073943,-0.0765416933239906,0.4113023442705809,-0.04393498610010982,0.4399378024594852,-0.18134230657246297,-0.05704129523193664,-0.015371432530357183,1.0,-0.17767690348012696,-0.3513821136555815,-0.05374677008649271,-0.0669227020183983,-0.01884004391815293,-0.030880417716553546,-0.0780093263774506,-0.06822173431313239,-0.04393498610011008,-0.15452354725278936,0.25569938382760027,-0.008865948536778108,-0.06692270201839814,-0.01884004391815293,-0.03088041771655353,-0.07800932637745016,-0.026754778218355663,-0.04393498610011008,-0.15452354725278922,0.23816391064813536,-0.015371432530357174,,-0.030880417716553615,-0.030880417716553657,0.04486358722314885,-0.008865948536778108,-0.01884004391815293,0.08229943841042461,-0.07974481658692185,0.2014248736422981,0.2730053964817771,-0.12302885334195167,-0.01884004391815293,-0.14034612944390842,-0.021770765269679214,0.08395250593549719,0.0600660763167254,0.051249131006258705,-0.02177076526967918,-0.026703340702092956,-0.02177076526967924,-0.1574117502104832,-0.021770765269679183,0.36292942174336035,-0.05901865074368862,-0.06426286666859961,0.224279852686978,-0.16790776565011667,-0.11822017022371577,-0.17823788759329462,0.3173426602072255,-0.05813108920940797,-0.05452633633257925,-0.11432376871806765,0.10144046879241858,-0.04393498610011002
stalk-surface-below-ring_k,0.5735240117095761,-0.5305491326580111,-0.10249233075875233,-0.1692647707891669,0.08956922281344373,-0.2440849854463266,-0.09553419405431189,-0.01396470372327018,0.023582063942642804,0.09132425662968756,-0.039566423682016794,-0.02901400795314355,0.037507672251856,-0.013964703723270171,-0.1299024886427487,0.08920819616594512,-0.09142963766962986,-0.04643018380266615,0.00464084336761204,0.12929286713332602,-0.13105911553067262,-0.08452001110132266,-0.027950067842002674,-0.027950067842002674,-0.18222812511331452,0.2775506475699594,-0.14318206056675034,-0.09789015285026327,0.6004492781829115,-0.14318206056675042,-0.04197690593668018,-0.4719199528950612,-0.1134926017539731,0.13262073698725313,0.1326207369872528,0.24953632946299167,-0.06880368195554869,0.2513257350279551,0.21402127572253318,-0.1446817379981318,-0.242139964417129,-0.0560663406167392,0.0401039778434802,-0.03424860261695651,-0.15975082717993155,-0.2252718457300569,-0.06508111273424749,0.18066156350973517,0.12325448256792909,-0.1705401258539305,-0.2516029261609198,-0.09789015285026369,-0.1698806763031658,0.6770744720030677,-0.547462106969017,-0.034248602616956544,-0.17767690348012696,1.0,-0.7829033730935355,-0.11975147840007158,0.37665391903840445,-0.04197690593668018,-0.06880368195554847,-0.17381011263858429,0.36482341661406464,-0.09789015285026355,0.21600826035491336,-0.37872085261967997,-0.0197539395016585,0.3766539190384032,-0.04197690593668018,-0.06880368195554862,-0.17381011263858506,0.3222952533136222,-0.09789015285026355,0.21600826035491272,-0.36562055064515586,-0.03424860261695652,,-0.06880368195554859,-0.06880368195554859,0.09995913964051857,-0.0197539395016585,-0.04197690593668018,0.03697648658137955,-0.027317823910069705,0.044171442716518315,-0.04850675348024657,0.692430197353772,-0.04197690593668018,-0.5361219902858594,-0.04850675348024677,0.5678651898070245,-0.3442890279986364,-0.3557484254127313,-0.048506753480246724,-0.05949686878207536,-0.048506753480246724,0.19826665028487903,-0.04850675348024669,-0.14014411871722807,-0.13149758894089095,-0.05230619650079064,-0.21352341848091297,0.20003158229913773,0.10879050138250036,-0.09685403874871751,-0.020546751757176095,0.04687387100210206,-0.12148840529501631,0.31055275875197885,-0.1370518032721387,-0.09789015285026346
stalk-surface-below-ring_s,-0.4254440458550031,0.5057964286110221,0.10231826678230267,-0.03092853957572651,0.005319676687249472,0.21179083545064303,0.12688281652257966,-0.004890088081357433,-0.06057887877555208,-0.037560641570257805,0.05053806771284636,0.017572097510558157,-0.016515055485583206,0.017837071857399966,0.08415475166418146,-0.06536844460218649,0.03175470290501822,-0.023128120050423664,0.09396468117714335,-0.10476711388404476,0.10333579035959968,0.10795714261308265,-0.05527535499985988,-0.05527535499985986,0.1087361872982402,-0.2587080521738461,0.0710341127934763,0.12503478234288848,-0.5023388183948958,0.07103411279347639,-0.08301548284469076,0.3704828081693169,0.1449637409346228,-0.060863930741117366,-0.06086393074111733,-0.11452026446880514,0.08788272514867368,-0.16082858908293282,-0.26478466691809477,0.0739942636455492,0.18895607974800607,0.07161335937946027,-0.07455409213720429,0.04374563170117398,0.1913667893260012,0.14603589192564018,0.02893746427750261,-0.0628438616790399,0.0008938997728715106,0.17390170832204344,0.04058764011717707,-0.19359212222223782,-0.05948794094777392,-0.5196154065528635,0.5301261633181505,-0.06773163051348634,-0.3513821136555815,-0.7829033730935355,1.0,-0.23682609708641245,-0.2948836237040663,-0.08301548284469076,0.08788272514867358,0.22200710663922407,-0.3006075908904852,0.12503478234288834,-0.07745977184739784,0.17822020257058582,-0.039066310134640805,-0.2948836237040661,-0.08301548284469076,0.08788272514867361,0.22200710663922485,-0.2978140048804666,0.12503478234288834,-0.0774597718473979,0.19035039111013538,-0.0677316305134861,,0.08788272514867326,0.08788272514867326,-0.11466303904375139,-0.039066310134640805,-0.08301548284469076,-0.05027991574582086,0.07272527700780843,-0.118341859018557,-0.09592921325514751,-0.5421059371400887,-0.08301548284469076,0.5351322386857607,0.061957522661549976,-0.5332756825591921,0.26735293307767527,0.28494155991528614,0.06195752266154992,0.07599516214495482,0.061957522661549906,-0.10342532236819688,0.061957522661549955,-0.0490749462496283,0.11257099211133317,0.09899708276702969,0.04036479369327517,-0.039645646471016635,-0.06934171750980905,0.20249261961973036,-0.16295901506362245,0.005397286359232688,0.15517675548512555,-0.27183152518878384,0.08777620982844012,0.12503478234288887
stalk-surface-below-ring_y,-0.08167385587597321,0.10060464641942786,0.04501454854088269,-0.06895844856199959,-0.06933412508905033,-0.21788781346077982,-0.0052657832244540756,0.056194878073987736,0.01624480017567015,-0.006524265373733193,-0.011968733330722,-0.010516633793913283,-0.09659294042450006,-0.004224284111437931,-0.11740765067096251,0.200596709902272,-0.027657211594024452,0.09552759168339983,-0.06984386198222528,-0.10298926577316382,0.08967558510592243,-0.02556706873765774,-0.008454817935151699,-0.008454817935151685,-0.07292535166365345,0.16341201654071974,0.25404116218504447,-0.029611499502315473,-0.11454053224818199,0.25404116218504474,0.35053350904313335,-0.0910378889278981,-0.03433119698459283,-0.05257707659081455,-0.052577076590814474,-0.09892789773613929,-0.02081292279827832,-0.060787935740991436,-0.05989294938166554,-0.043765824120012765,0.05470859006300552,-0.016959912401084326,0.020496859057931728,-0.010360107220368717,-0.048324181766974644,0.17361191544837762,0.12437604894089377,-0.07959588115888046,-0.15586812658706065,0.06519449505625712,-0.07610918673496575,0.8174442116132162,-0.05138843300713754,-0.021992569154008802,0.015410414354487747,0.28599732608341705,-0.05374677008649271,-0.11975147840007158,-0.23682609708641245,1.0,-0.045104863650029754,0.35053350904313346,-0.02081292279827838,-0.052577076590814405,0.000994545686588724,-0.02961149950231557,-0.10414647525199855,0.09152068051127556,0.16495779230101537,-0.04510486365002977,0.35053350904313346,-0.02081292279827836,-0.05257707659081405,0.038889417063816344,-0.02961149950231557,-0.10414647525199869,0.052093102473285156,0.28599732608341716,,-0.0208129227982784,-0.02081292279827837,-0.004360994219344501,0.16495779230101537,0.35053350904313346,-0.07426269803006595,-0.012747825468402037,-0.08060386925887143,-0.014673158277077913,-0.08291953982196697,0.35053350904313346,0.09289129452863679,-0.014673158277077948,-0.0954271514957711,0.048631777717889034,0.04254979757626449,-0.014673158277077925,-0.017997637648238855,-0.014673158277077892,0.01253336143132306,-0.014673158277077932,-0.04239320688359167,0.10747546854597628,-0.04331217585999939,0.09733713445020152,-0.14640798331717084,0.08569828384903659,-0.046837098958332615,0.031774751717044386,-0.04660634301696637,-0.036749905360074615,0.12332337986779889,-0.041457790045461386,-0.029611499502315584
stalk-color-above-ring_b,0.24566243917577246,-0.19983341005806643,-0.03860413805166453,-0.10400442887909857,-0.15855254664236607,-0.27130265112136687,-0.05752242095106944,-0.005259860385579921,0.05447596893506222,-0.07983530547114857,-0.014902848542165658,0.023806118630934184,0.11250263435172526,-0.005259860385579913,-0.16056579985360991,0.04872201100382378,-0.03443733134452771,-0.017488110690947765,-0.11277366722931668,0.15486001269876581,-0.14820534335317173,-0.03183479341848276,-0.010527502590079644,-0.010527502590079625,-0.09080288119862404,0.25771510833781514,-0.05393008424846083,-0.03687070970632006,0.39378954126298593,-0.05393008424846089,-0.01581076613015708,-0.20763306449752678,-0.042747433232499174,-0.06546626009382947,-0.06546626009382947,-0.12317990850144221,-0.025915176452829425,0.19687451556897584,0.2013133872515374,-0.05449494363028451,-0.091202966553532,-0.02111760691943693,0.0916113198768669,-0.012899870397265678,-0.0601707751269485,-0.09875490418685638,-0.024513056166734586,-0.15709218251855475,0.25430272301057116,-0.06423460675618588,-0.09476722818004138,-0.036870709706320205,-0.06398622249848256,0.3690407565851523,-0.3140187856990143,-0.01289987039726565,-0.0669227020183983,0.37665391903840445,-0.2948836237040663,-0.045104863650029754,1.0,-0.01581076613015708,-0.025915176452829463,-0.06546626009382937,-0.05725240826956606,-0.03687070970632035,-0.12967781167760944,-0.261724142689055,-0.00744039872974723,0.29589183567342736,-0.01581076613015708,-0.025915176452829373,-0.06546626009382953,0.2636150501505287,-0.03687070970632035,0.057911672309017864,-0.25657935394220127,-0.012899870397265584,,-0.025915176452829373,-0.025915176452829383,0.037650001689308744,-0.00744039872974723,-0.01581076613015708,0.06906656794450082,-0.06692270201839844,-0.17074038926547008,-0.01827025879816469,0.5439594062735068,-0.01581076613015708,-0.23156360278482468,-0.01827025879816476,0.47266278981437143,-0.12967781167760994,-0.13399403862344658,-0.018270258798164744,-0.02240972879728245,-0.018270258798164667,-0.15290962580618808,-0.018270258798164723,-0.05278583154502726,-0.049529082218687785,-0.05393008424846083,-0.10096284834088892,0.0012835457918087673,0.1680898388735745,-0.02634616239398768,0.037041437271757516,-0.08004985853724274,-0.045759083972094175,0.1311650897665659,-0.05162109881373143,-0.03687070970632036
stalk-color-above-ring_c,0.06915876083185794,-0.05625699662833687,0.19934680855549855,-0.029279272185183586,-0.044635629644122016,-0.07637697983014252,-0.01619368172998586,-0.0014807531327774963,-0.007482642301617909,0.05103063203794074,-0.0041954420932195854,-0.015648738766420214,-0.04218042678520091,-0.001480753132777493,-0.045202399630602276,0.08182766666118536,-0.009694779430401854,0.2980800297931979,0.025567709426271804,-0.03610118872524329,0.007745368097029021,-0.00896211432055819,-0.0029636969991295443,-0.002963696999129547,-0.025562779416865026,-0.02601189066944301,-0.015182368988498982,-0.010379822828575665,-0.04015029469662342,-0.015182368988498993,1.0,-0.05845275124902519,-0.01203423494866027,-0.018430027152607876,-0.018430027152607848,-0.034677543135709164,-0.007295626861924378,-0.021308208422778335,-0.020994485713698198,-0.015341387904952852,-0.025675411235816136,-0.005945017607016268,-0.0316441060922311,-0.003631564738018958,-0.016939245006415728,0.06614982215383089,0.3190463850853358,-0.04422450870310646,-0.06217301153122116,0.24614093443694168,-0.026678820296627204,-0.01037982282857571,-0.0180133677462199,0.10389215993910697,-0.08840240359793047,-0.0036315647380189514,-0.01884004391815293,-0.04197690593668018,-0.08301548284469076,0.35053350904313346,-0.01581076613015708,1.0,-0.007295626861924372,-0.018430027152607883,-0.016117667901724943,-0.010379822828575705,-0.03650682942455691,-0.07368044316780747,-0.002094617142004653,-0.015810766130157004,1.0,-0.007295626861924381,-0.018430027152607956,-0.01730279529456137,-0.010379822828575705,-0.036506829424557005,-0.07223208494231743,-0.0036315647380189536,,-0.007295626861924366,-0.007295626861924363,0.010599208698269283,-0.002094617142004653,1.0,-0.22892068624087464,-0.018840043918152912,-0.048066744697182466,-0.005143433659609438,-0.029066077262036034,1.0,-0.06518966381710702,-0.005143433659609445,-0.03345041427180344,-0.03650682942455705,-0.03772193136706276,-0.005143433659609438,-0.006308775079323964,-0.0051434336596094385,0.10339941679143917,-0.005143433659609433,-0.01486023956849701,0.3192218676765942,-0.01518236898849885,-0.028423008029789937,-0.06635573971679992,-0.03447353366004788,0.08387905000291103,-0.039998391158521766,-0.02253559412572676,-0.0128820732828702,-0.0270094648871561,-0.014532344621809253,-0.010379822828575696
